party_id,election_date,language,source,has_eu_code,is_primary_doc,may_contradict_core_dataset,manifesto_id,md5sum_text,url_original,md5sum_original,annotations,handbook,is_copy_of,title
11710,201409,swedish,MARPOR,false,true,false,11710_201409,ed96b4305b2e79f52f2225fceb6f2b82,/down/originals/2017-2/11710_2014.pdf,CURRENTLY_UNAVAILABLE,True,5,,Vi väljer Välfärd! Sverigedemokratiskt valmanifest - valet 2014
11810,201409,swedish,MARPOR,false,true,false,11810_201409,997702e990bd61c9fdce8d72544dac26,/down/originals/2017-2/11810_2014.pdf,CURRENTLY_UNAVAILABLE,True,5,,Sverige behöver närodlad politik. Centerpartiets valmanifest för mandatperioden 2014 - 2018
12220,194510,,,,,,,,,,,,,Landets Framtid i folkets hånd
12320,194510,,,,,,,,,,,,,Det norke Arbeiderpartis arbeidsprogram
12420,194510,,,,,,,,,,,,,For Frihet - Framskritt - Trygghet - Fred
12520,194510,,,,,,,,,,,,,Program ved Stortingsvalget 8. Oktober 1945
12620,194510,,,,,,,,,,,,,En mektig mønstring
12810,194510,,,,,,,,,,,,,Høyres arbeidsprogram 1945
12220,194910,,,,,,,,,,,,,Program
12320,194910,,,,,,,,,,,,,Grunnsyn og retningslinjer 1949
12420,194910,,,,,,,,,,,,,Valgprogram for Venstre 1949
12520,194910,,,,,,,,,,,,,Program ved Stortingsvalget 10. Oktober 1949
12620,194910,,,,,,,,,,,,,Høyres program stortingsvalet 10. Oktober 1949
12810,194910,,,,,,,,,,,,,Høyres arbeidsprogram 1949
12220,195310,,,,,,,,,,,,,Norges vei
12320,195310,,,,,,,,,,,,,Grunnsyn og retningslinjer. Arbeidsprogram 1953-1957
12420,195310,,,,,,,,,,,,,Valgprogram for Venstre 1953
12520,195310,,,,,,,,,,,,,Program ved Stortingsvalget 12. Oktober 1953
12620,195310,,,,,,,,,,,,,Høyres program stortingsvalet 1953
12810,195310,,,,,,,,,,,,,Høyres arbeidsprogram 1953
12220,195710,,,,,,,,,,,,,For en sosialistisk arbeiderpolitikk
12320,195710,,,,,,,,,,,,,Arbeidsprogram for Det norske Arbeiderparti. Stortingsperioden 1958-61
12420,195710,,,,,,,,,,,,,Vi vil
12520,195710,,,,,,,,,,,,,Program ved Stortingsvalget 1957
12620,195710,,,,,,,,,,,,,Hovedprogram for Høyre og Høyres arbeidsprogram 1958-61
12810,195710,,,,,,,,,,,,,Samendrag av Bondepartiet
12221,196109,norwegian,CEMP,FALSE,TRUE,FALSE,12221_196109,ebac5c3270e70e1e6e034fb6fc7b394d,,,False,,,Sosialistisk Folkepartis arbeidsprogram 1961-64
12320,196109,norwegian,CEMP,FALSE,TRUE,FALSE,12320_196109,f2327e47a4e94d286919e72b9365818c,,,False,,,Nye gode år. Det norske Arbeiderpartis Arbeidsprogram for Stortingsperioden 1062-65
12420,196109,norwegian,CEMP,FALSE,TRUE,FALSE,12420_196109,5f8dd2c609292af8a0b7a10582bdfa79,,,False,,,Framgang i frihet. Arbeidsprogram for Venstre stortingperioden 1961-65
12520,196109,norwegian,CEMP,FALSE,TRUE,FALSE,12520_196109,544efdf2a77e68d04c9f03ff610fb4fb,,,False,,,4 år med Kristelig Folkeparti. Program ved stortingsvalget 11. sept. 1961
12620,196109,norwegian,CEMP,FALSE,TRUE,FALSE,12620_196109,3ee9786448f77a05c07321090c896d99,,,False,,,Høyres hovedprogram 1961
12810,196109,norwegian,CEMP,FALSE,TRUE,FALSE,12810_196109,66093b5bc409629266ce2786bc0a1b9c,,,False,,,Senterpartiets program stortingvalget 1961
12221,196509,norwegian,CEMP,FALSE,TRUE,FALSE,12221_196509,a2f83f458fe7c107d904c5bdff277cfa,,,False,,,Sosialistisk Folkepartis arbeidsprogram 1965-69
